,time,client_idx,neighbors,round_idx,epoch,data_size,train_loss,global_test_acc,global_test_loss
0,2024-10-22 02:07:04.547522,5,"[2, 4]",0,0,25148,2.285657603625426,0.4672,2.2642451705932616
1,2024-10-22 02:07:08.772854,5,"[2, 4]",0,1,25148,2.2320328902348914,0.5952,2.187404557800293
2,2024-10-22 02:07:09.779152,3,[1],0,0,52,2.305701971054077,0.0988,2.3040285858154297
3,2024-10-22 02:07:10.785317,3,[1],0,1,52,2.3052810430526733,0.099,2.3039526447296144
4,2024-10-22 02:07:13.143986,0,[1],0,0,10440,2.296809731362242,0.1375,2.289411310195923
5,2024-10-22 02:07:15.498996,0,[1],0,1,10440,2.281241327843659,0.2837,2.2717026042938233
6,2024-10-22 02:07:18.506127,1,"[0, 3, 4]",0,0,15563,2.2921058178438067,0.3872,2.2794799114227295
7,2024-10-22 02:07:21.505308,1,"[0, 3, 4]",0,1,15563,2.2658214385315913,0.5234,2.2472036693572996
8,2024-10-22 02:07:23.592628,4,"[1, 5]",0,0,8492,2.299588260453075,0.121,2.29376432723999
9,2024-10-22 02:07:25.689646,4,"[1, 5]",0,1,8492,2.2887648049945435,0.1686,2.2823769840240478
10,2024-10-22 02:07:27.228837,2,[5],0,0,305,2.304263949394226,0.1032,2.3038774772644044
11,2024-10-22 02:07:28.271900,2,[5],0,1,305,2.3035659432411193,0.1032,2.3035026714324953
12,2024-10-22 02:07:30.985003,0,[1],1,0,10440,2.234754164770223,0.5699,2.21599994392395
13,2024-10-22 02:07:33.330346,0,[1],1,1,10440,2.198865250825517,0.6146,2.172345135498047
14,2024-10-22 02:07:34.336173,3,[1],1,0,52,2.24413138628006,0.5266,2.247038303756714
15,2024-10-22 02:07:35.344883,3,[1],1,1,52,2.2434168457984924,0.5299,2.2468741035461424
16,2024-10-22 02:07:39.547266,5,"[2, 4]",1,0,25148,2.300260047724532,0.1725,2.2975020626068114
17,2024-10-22 02:07:43.782578,5,"[2, 4]",1,1,25148,2.2949084595566185,0.2354,2.291583414077759
18,2024-10-22 02:07:44.824022,2,[5],1,0,305,2.3030189037323,0.0764,2.3023925548553468
19,2024-10-22 02:07:45.863187,2,[5],1,1,305,2.302863872051239,0.0784,2.3023350772857665
20,2024-10-22 02:07:48.825381,1,"[0, 3, 4]",1,0,15563,2.2895378931698303,0.2789,2.285037840270996
21,2024-10-22 02:07:51.820907,1,"[0, 3, 4]",1,1,15563,2.2814189334077435,0.4201,2.275798352813721
22,2024-10-22 02:07:53.925566,4,"[1, 5]",1,0,8492,2.3018871530076654,0.1135,2.3011494232177734
23,2024-10-22 02:07:56.018522,4,"[1, 5]",1,1,8492,2.3010692982574867,0.1135,2.300390713882446
24,2024-10-22 02:07:58.362422,0,[1],2,0,10440,2.2728144669788355,0.465,2.267917943191528
25,2024-10-22 02:08:00.692964,0,[1],2,1,10440,2.2642699270116973,0.5119,2.2581813415527345
26,2024-10-22 02:08:02.772847,4,"[1, 5]",2,0,8492,2.2997339544098705,0.1135,2.298891621398926
27,2024-10-22 02:08:04.857241,4,"[1, 5]",2,1,8492,2.2986368050907515,0.1135,2.2978426734924318
28,2024-10-22 02:08:05.908356,2,[5],2,0,305,2.302280366420746,0.0909,2.3016204639434816
29,2024-10-22 02:08:06.948628,2,[5],2,1,305,2.302170693874359,0.0946,2.3015916709899904
30,2024-10-22 02:08:07.950309,3,[1],2,0,52,2.2736886739730835,0.4234,2.2757529148101807
31,2024-10-22 02:08:08.954216,3,[1],2,1,52,2.273415744304657,0.4262,2.27570778427124
32,2024-10-22 02:08:11.933616,1,"[0, 3, 4]",2,0,15563,2.288149157383949,0.2837,2.2846597759246827
33,2024-10-22 02:08:14.931132,1,"[0, 3, 4]",2,1,15563,2.282199213218101,0.3892,2.277861438369751
34,2024-10-22 02:08:19.133997,5,"[2, 4]",2,0,25148,2.3004316898399333,0.1135,2.2989840057373048
35,2024-10-22 02:08:23.343151,5,"[2, 4]",2,1,25148,2.297676030916112,0.1135,2.2961208305358887
36,2024-10-22 02:08:25.431164,4,"[1, 5]",3,0,8492,2.2951281088669195,0.1135,2.293892140197754
37,2024-10-22 02:08:27.519914,4,"[1, 5]",3,1,8492,2.2934492972386535,0.1142,2.2922722805023192
38,2024-10-22 02:08:28.526429,3,[1],3,0,52,2.276020050048828,0.3902,2.277827932357788
39,2024-10-22 02:08:29.532256,3,[1],3,1,52,2.275787115097046,0.3915,2.277794631958008
40,2024-10-22 02:08:31.872777,0,[1],3,0,10440,2.2757890403361998,0.4183,2.2720784492492676
41,2024-10-22 02:08:34.232433,0,[1],3,1,10440,2.26957252306741,0.4574,2.265063119506836
42,2024-10-22 02:08:37.248539,1,"[0, 3, 4]",3,0,15563,2.2841497462430445,0.3446,2.280353574371338
43,2024-10-22 02:08:40.257554,1,"[0, 3, 4]",3,1,15563,2.277811864419684,0.4055,2.273017136764526
44,2024-10-22 02:08:41.297421,2,[5],3,0,305,2.2975722193717956,0.1135,2.296083721923828
45,2024-10-22 02:08:42.338900,2,[5],3,1,305,2.297448420524597,0.1135,2.2960467823028563
46,2024-10-22 02:08:46.578366,5,"[2, 4]",3,0,25148,2.29545346562189,0.1135,2.29371630859375
47,2024-10-22 02:08:50.795410,5,"[2, 4]",3,1,25148,2.291862822215976,0.1135,2.289597133255005
48,2024-10-22 02:08:53.130043,0,[1],4,0,10440,2.270850914360736,0.4331,2.266674319076538
49,2024-10-22 02:08:55.492433,0,[1],4,1,10440,2.263948706353788,0.4616,2.258762523651123
50,2024-10-22 02:08:56.503882,3,[1],4,0,52,2.27155739068985,0.4075,2.2729813583374026
51,2024-10-22 02:08:57.507306,3,[1],4,1,52,2.271322250366211,0.4089,2.2729458236694335
52,2024-10-22 02:09:00.470114,1,"[0, 3, 4]",4,0,15563,2.2764359485943784,0.3958,2.271385537338257
53,2024-10-22 02:09:03.420126,1,"[0, 3, 4]",4,1,15563,2.2677240450115144,0.4288,2.2609634201049804
54,2024-10-22 02:09:07.591137,5,"[2, 4]",4,0,25148,2.286447345452151,0.1218,2.282688280105591
55,2024-10-22 02:09:11.731744,5,"[2, 4]",4,1,25148,2.278579844469939,0.1902,2.2730183837890623
56,2024-10-22 02:09:12.759661,2,[5],4,0,305,2.2916667819023133,0.1135,2.289537279891968
57,2024-10-22 02:09:13.787795,2,[5],4,1,305,2.2915109276771544,0.1135,2.2894774101257322
58,2024-10-22 02:09:15.837594,4,"[1, 5]",4,0,8492,2.2862944728686085,0.1693,2.2843535465240477
59,2024-10-22 02:09:17.889551,4,"[1, 5]",4,1,8492,2.2834417433837486,0.2025,2.2814030521392823
